Username,Total reviews,Location,Date,Content,Rating,Polarity,Subjectivity
Carl Walker-Tregidgo,27 reviews,GB,"Jan 5, 2022","This firm relies on very unscrupulous…This firm relies on very unscrupulous marketing practices to raise the profile of what is quite an ordinary and dated product.  Their watches don't compare to other more exclusive manufacturers and their dodgy practices really shouldn't be allowed in this day and age.  Their marketing practices are illegal and it is only a matter of time until they are fully exposed.Owning a Rolex is now a symbol of recognition that you have been conned!   I won't buy a watch or jewellery from any retailer that sell's Rolex, as being an 'authorised dealer' is a clear indication of poor business ethics, why buy from a firm who are setting out to scam you.Date of experience: January 05, 2022",1,-0.05,0.45
Anika Patel,1 review,GB,"Feb 19, 2022","Awful & highly unprofessional behaviour…Awful & highly unprofessional behaviour by the doorman who is now affecting the Rolex reputation. First time I went, he literally opened the door for me and said nobody is free before then slamming it back in my face. Thought it was rude at the time but gave benefit of the doubt. The second time I went (2 weeks later), he opened the door and again quickly said “there’s nobody available and we are not selling watches” and then tried to shut the door in my face again. I quickly asked how they operate if it’s not walk in, to which he replied through the door that it’s appt only. I asked what are the appointments for if they are not selling watches. Instead of replying he just shut the door in my face for my “attitude” and walked off?? I waited there until the manager came who apologised for his behaviour but to be honest it is so unacceptable and I would not recommend this shop due to its lack of professionalism and poor customer service.Date of experience: February 19, 2022",1,0.05,0.51
Shaz,14 reviews,GB,"Sep 1, 2019","Preston’s in Leeds 1st classPreston’s in Leeds.  Fantastic service well done to John for making the collection of the watch special.Preston’s friendly approachable and 1st class service.Thank you we could not of asked for more.Date of experience: September 01, 2019",5,0.39,0.7
Cherida Clark,3 reviews,GB,"Jan 28, 2020","My Rolex watch was great until...My Rolex watch was great until it went for a service through my local Rolex dealer 18 months ago. Since then it has been back over ten times, the last eight by me sending it direct. Customer service has been appalling. They cannot be bothered to communicate with me and after several weeks send the watch back. Within days the watch was loosing time. Last week I corrected it again and within two days it had lost 30 minutes. The cost of sending the watch back each time (£10.50) is immaterial but what is important is the customer service. Rolex is supposed to be one of the best watch makers in the world and they cannot get my watch to work properly. I will never buy another Rolex again or recommend them to anyone else.Date of experience: January 28, 2020",1,0.18,0.29
SIMON,8 reviews,GB,"Sep 20, 2021","Very probably THE best customer service…Very probably THE best customer service experience I have ever had! Marek was absolutely outstanding showing genuine interest and exceptional care. Eduardo took the time to make enthusiastic small talk while the bracelet was adjusted. Genuinely lovely people. True brand ambassadors. Will be back!Date of experience: September 20, 2021",5,0.5,0.6
P Siseng ,131 reviews,GB,"Aug 16, 2021","6 Stars for One Hyde ParkI bought my first Rolex watch in 2019 from Nicole in One Hyde Park. Since then I always visit the store when I am in the area. I had great experience in this particularly store. The shop looks amazing and people working there are friendly professional and smart. I was looking for a specific watch for my family for a long time. Nicole showed me all different combinations and update with me time to time. I got my dream watch after 5 months. It really put the smile on my face. Thank you!Date of experience: August 16, 2021",5,0.25,0.42
Fudge,389 reviews,GB,"Apr 16, 2017","Service and RepairJust got my 11 year old Submariner serviced and it came back like a brand new watch. Cost £617 and took around 6 weeks. It was loosing time and constantly stopping. The bracelet and casing and winder were damaged due to daily usage. The price included service and a new winder. Got a new glass as they replaced it without authorisation and so threw it in for free. From the feel and look of the bracelet and casing it looks as though they have replaced them rather than repaired them. Scared to wear it now as it looks so amazing.Date of experience: April 16, 2017",5,0.09,0.34
"Bob Crompton. MD, Crompton International (Pty) Ltd",553 reviews,GB,"Jul 7, 2021","Rolex, a most superb piece of precision engineeringI am surprised Rolex has received such a low average star rating on Trustpilot. I purchased my Oyster Perpetual whist living and working in the Middle East 44 years ago and it has not been off my wrist during the entire period since. It has withstood, I am embarrassed to admit, total misuse and only once has it had a Rolex service during its entire lifetime - the service only became necessary due to the glass face having become scratched over the years and difficult to read. The watch has had to endure; Scuba diving, desert sand-storms, water skiing, swimming pools, a high speed car write-off, two separate hijackings, rough handling on construction sites and a multitude of other unbefitting happenstances. In my opinion, Rolex are a most superb piece of precision engineering and richly deserve their accolades and prestige. I am now 78 years old and still wearing my trusty old Rolex!Date of experience: July 07, 2021",5,0.09,0.62
Sikes Sikes,23 reviews,AU,"Oct 2, 2018","Lost trust with RolexI purchased the mother of pearl date just 10 months ago and it’s been nothing but a pain. after the second month it was at least 10 minutes behind.  Then four months later it was an 25 hours behind as date was one day behind. I took it in for a service. Again now it’s a day behind but time is 5 minutes behind (date shows one day behind) it’s going in again for service. I deeply regret spending $18,000 on something that’s useless and needs four times a year servicing 2-3 weeks at a time. VERY DISSAPOINTED!Date of experience: October 02, 2018",1,-0.25,0.46
Kenneth,1 review,DK,"Oct 8, 2021","2 Months to change the battery in…2 Months to change the battery in Bangkok! Are you kidding me? Went to 3 stores, same story, just with a more outlandish excuse in each one. One store clerk clarified that the reason for the long wait was that they also had to pressure test the watch... Next level incompetency...Date of experience: October 08, 2021",1,0.08,0.22
jim,3 reviews,AU,"Aug 2, 2022","i despairlast year 2021, i put my watch in to have the automatic winder repaired. $3101 and months later i got the watch back. the winder had not been repaired so i sent it back.eventually i got it back with the winder repaired. one year later i noticed the GMT master 24 hour clock hand has been wrongly installed at a position 30 minutes fast relative to the other hands.i can't face having to send the watch back again... but i may have to.rolex service? absolutely hopeless!Date of experience: August 02, 2022",1,-0.02,0.28
Liz Olsen,7 reviews,GB,"Dec 17, 2021","Appalling service experienceAppalling service experienceThis brand is really sneaky about the so-called 'five year warranty.' From what I am learning, they will always find a reason not to cover the servicing or some aspect of the repair. After six weeks of waiting, I was indeed informed my warranty does not cover because there is an outside dent which means the watch has 'been in an accident.' There was no accident, just normal wear, and if that is what renders a Rolex not working after just four years - consider this my last purchase from this brand.Incredibly poor explanation of what is actually wrong with the watch - i.e., none - just a list of things to replace and (non-competitive) prices to do it. The watch is in great shape and it feels really sneaky, to be honest, and disappointing from a supposedly luxury brand. Less than the cost, it's the service and comms, or lack thereof, that really put the nail in a decidedly poor customer experience.Don't make the mistake of thinking this is a brand that cares whatsoever, they are just riding the wave of a long heritage (into the ground).Date of experience: December 17, 2021",1,-0.02,0.48
Anny Anny,14 reviews,AU,"Jul 22, 2019","Bought my first Rolex watch 3 weeks…Bought my first Rolex watch 3 weeks ago, very disappointing! The pin on the strap keep popping out after 2 weeks, I have to manually press it back in and it constantly happens during the day of wearing the watch. It felt cheap & rip off & only just found out we cannot get a refund! Biggest Rip off company!!!Date of experience: July 22, 2019",1,-0.01,0.52
Liam Dupont,1 review,BE,"May 6, 2020","ROLEX SUBMARINER BLACK DIAL 16613 is a…ROLEX SUBMARINER BLACK DIAL 16613 is a master watch for me. It's truly a perfect watch. I like to dive and with a 300-meter depth you can't go wrong. The retail price of a pre-owned Rolex Submariner Black Dial 16613 is at around $8000. So, yes, you know you are wearing a different standard of watchmaking.Date of experience: May 06, 2020",5,0.0,0.54
Henry YesMan,2 reviews,DE,"Dec 30, 2020","True class for the true gentlemanA Rolex watch is a great way to compliment a really nice suit, it blends with all sorts of clothing and just adds that extra something to make you stand out of the crowd.Date of experience: December 30, 2020",5,0.42,0.63
Mark Whitehouse,3 reviews,GB,"Feb 24, 2022","No respect for their customersThis is a review of Rolex, not the retailer that helped me. They were excellent.I sent my watch in to be serviced. They replaced the worn clasp with a different type that I do not like. When asked why they couldn't replaced it with the same type they refused to do so because ""that's not what's listed as being fitted"". They wouldn't even refit my old clasp (which still worked). I would've thought they would do what a customer asked. But no. They have a ""we know best"" attitude. This is poor from a supposedly premium brand.Date of experience: February 24, 2022",1,0.14,0.37
Buddhi Gurung,20 reviews,GB,"Sep 4, 2020","Love Rolex Sub DateLove Rolex Sub Date! Try many dear near me, was told wating time is 5 years also need to be exsisting customer. really SAD.So, like me new customer never gonna get rolex watch?i believe rolex sell to grey market to get more money than from their show room.Date of experience: September 04, 2020",1,0.29,0.39
TBone Reviews,1 review,US,"Nov 7, 2021","I would like to ask Rolex how all the…I would like to ask Rolex how all the grey market dealers are getting all the new watches and the grey market is charging 4 or more times msrp? Do you think your dealers are stupid are selling and getting kickback. You have a mess. Ruining the brand.Date of experience: November 07, 2021",1,-0.07,0.39
Zold Patrik,24 reviews,HU,"Aug 12, 2021","Datejust 34 with DiamondsMy first top-end watch, and very satisfied with it! Excellent quality, very-very durable and beautiful, I always get looks and compliments!Bought it at Hungary, BudapestDate of experience: August 12, 2021",5,0.73,0.83
Katan,4 reviews,GB,"Mar 30, 2023","i Just wanted to buy a Rolex but was…i Just wanted to buy a Rolex but was refused at shop by very rude sales thing who claims none of the watches are for sale they are only for show, LOL. Why have a shop to sell nothing. No wonder Rolex are going out of business and have such bad reviews. Glad I did not buy the Rolex. They need to change their attitude and treat customers with a bit of respect if they want to get sales.Date of experience: March 27, 2023",1,0.04,0.77
John,1 review,US,"Dec 23, 2019","Customer Service Horrible - New WatchCustomer Service is complete garbage. Have a new datejust less than 30-days old. It is a complete lemon losing hour+ / day and the date doesn’t work. Took to the mandatory AD, he said he fixed it. Two hours later all the same problems. AD we have no refund, you just need to bring it back and we will ship it away for six weeks and get it checked out. Wow, cannot believe this is how Rolex treats its customers. First time buyer of Rolex and will not ever do it again.Date of experience: December 23, 2019",1,-0.01,0.36
Emma Rennison,48 reviews,GB,"Apr 8, 2022","Recently spoke with Angie in tech…Recently spoke with Angie in tech support, who managed my concern to an exceptionally high standard.  Thank you for all your helpDate of experience: April 08, 2022",5,0.05,0.26
Dan,4 reviews,GB,"Oct 6, 2017","Dreadful after care service…Dreadful after care service and faulty watchesMy 7k oyster perpetual lasted 2.5 years before having fatal issues. Losing 20 mins randomly regularly. I took it to the st James square London service centre. I was assured it would be back in 2 weeks on a specific date, before a big trip away, where of course you want to wear your watch.No one called “, so came to collect to find out in fact it will be another 2 weeks, I could have it back broken if I wanted to come back again to the office before it closed, having already wasted an hour getting there then. They offered no apology, just that they were doing me a favour fixing it. If you’re hoping for a different level of service and quality because you paid for it. Don’t expect this from a Rolex. Very disappointing.I was planning on buying another but this has made my mind up to buy a brand with a better reputation of service.Date of experience: October 06, 2017",1,-0.08,0.25
Aaron,3 reviews,AU,"Aug 16, 2020","Honestly Rolex should put license on…Honestly Rolex should put license on reseller. Peoples that actually wanted a watch can’t even buy one, because resellers is buying them all. It’s unfair for those wanted certain watch can’t even buy at Rolex store. I’d try email so many Rolex, not even one Rolex store had a watch for me to purchase. All they’d say there is long waiting list and worst part is they only can put you expressions of interest. Seriously Rolex company should restructure their selling brand. It’s not fair those that really wanted a watch to wear and appreciate the craftsmanship. When a person has accomplished something in there life they wanted a memorable value that they can show to grand kids. Good example watches was purchase by veteran during the war. Now war isn’t here but life of accomplishment is way to show to your grand kids. All I wanted a opportunity walk in Rolex store and able to purchase a watch that I wanted. I’m not reseller or watch collector.Date of experience: August 16, 2020",1,0.12,0.66
Farah Seibel,1 review,US,"Apr 25, 2024","Oregon, Tigard benbridge customerOregon benbridge customer. Very rude sales lady in 4/24/24. I was looking for an daydate, oyster, black bezel. Let her know that and she replied “okay, I’m not sure What you are looking for”.  I went through the specifics again. She then said “If you just listen..” as I was repeating the information she said she wasn’t clear on. I was mentioned I’d like to purchase one and she promptly said “we cannot get one for two years”. That would be fine and I’m okay waiting as that would be a 10 year anniversary, with the right approach..however, she was very clear that I was wasting her time and wanted to move on. I don’t give money to bad customer service, ever! Rolex doesn’t have a way to report any of the service issues. Yes I’m buying the entry level for a gift. However, everyone should be treated with respect and I certainly should not be told to “just listen” when explaining  what I’d like to purchase after she said she didn’t know what o was looking for?Being a business Owner, I understand the need to simply business by detaching from the day to day, but perhaps Rolex should send some phone call secret shoppers in to the company’s they allow to exclusively “represent them”. It would a lot them to se if that is the kind of service they expect from a high end sales representative. I am a serious buyer and feel very disrespected. It’s not like it’s a 200k watch I am asking about. Or perhaps that’s the issue. Date of experience: April 21, 2024",1,0.04,0.57
Lance Kramer,3 reviews,GB,"Oct 25, 2021","I love my watch but why do i have to…I love my watch but why do i have to change my battery every 3 months and i also have to wait for at least 2 weeks before getting it fixed. For the amount the watches are sold for, customers should get better service. I love my wristwatch!Date of experience: October 25, 2021",4,0.3,0.48
Raymond O.,6 reviews,US,"Oct 24, 2022","Outrageous EstimateMy 23 year old Rolex Oyster Quartz was staring to run slow, which indicates that I needed a new battery. I would normally take it into NYC where they would change the battery and steam clean the watch at no charge. Since I'm reluctant to travel into to city due to the crime, I sent the watch to their site in Long Island City, NY. I just received an estimate to redo the entire watch which would include even refurbishing the watch band. They would not just replace the battery. They will only do the complete job for over $1,800. They offered no other alternative than to send it back to me for the cost of $69. So now I paid $40 to sent the watch and now $69 to send it back to me not fixed. Rolex service is not helpful. The just want to do full unnecessary service to drive the cost up. Do not use them for service. Bring it to a local service jeweler.Date of experience: October 24, 2022",1,-0.04,0.46
kate lee,1 review,SG,"Oct 26, 2020","Service a simple issue took 3 weeks far…Service a simple issue took 3 weeks far too Long for the price paid for and so far the customer service is poor. The way the staff gesture and speaks on the phone is not customer friendly.Date of experience: October 26, 2020",1,-0.04,0.62
Ysre ,131 reviews,US,"Nov 2, 2019","I thought Rolex was a reliable brandI thought Rolex was a reliable brand, but I was wrong. The service is not what I expected. The reason why people buy these watches is because you can have the trust that if anything happens you can go to any service retailer and they can help you with the best attitude. I was on vacation in NY when my watch accidentally got foggy on the inside. I went to the store in 5th Ave. which is supposed to be an important one. I was nervous about waiting a few days to go home and take it to service. I wanted my watch to get fixed as soon as possible, even if I had to pay extra for express service or anything. I was willing to do that and not wait for the watch to get seriously damaged. They didn’t even provide me with an alternative to get my watch fixed. They told me to leave it there 4 weeks but then they couldn’t ship it to my hometown (I don’t understand since Rolex is a worldwide brand and has presence in many countries, including mine). That is not how a prestige brand should act.Date of experience: November 02, 2019",1,0.1,0.51
Miroslav Zekavica,389 reviews,GB,"Feb 21, 2020","I have owned a Rolex since 1977I have owned a Rolex since 1977, bought at a time when they were supposed to be fantastic time keepers “Official Certified Swiss Chronometers” endorsed by all the sports stars of the day! Experience tells a different story as I have had the privilege of paying substantial service charges every 5 years or so. Upon reflection a Rolex is a poor time keeper but a handsome luxury wrist adornment. Over the years, I have been staggered by Rolex’s arrogance in almost demanding additional service requirements at my expense to maintain the appearance of the brand. The last straw for me was, approaching my last service ( summer 2019) to be told by a reputable local distributor that the the back case needed to be replaced because of damage! I was staggered by this assertion as I wore the watch continuously on my wrist. Furthemore, upon receipt they praised the condition of the watch. Rolex protocol! It was suggested that the watch was sent to Rolex hq for a second opinion. Mistake.! Rolex came back and directed that the watch needed a rebuilt ie crown, winder, bracelet etc etc at approximately half the cost of a new watch!!! Yes, I have loved my watches but am aggrieved that the continuous aggressive and extensive marketing does not reflect the true cost of ownership. New buyers beware.Date of experience: February 21, 2020",3,0.13,0.38
Carrie G,553 reviews,AU,"Jul 26, 2019","Very bad experience and it is a waste…Very bad experience and it is a waste of money. The watch goes slow 8s per day and sent to repair just in 7 months after bought. I was told the watch is fine now and will not have any issues but now it go fast 3 second per day.  7 days it goes fast 20 second! Called again and the service center said will call me back in an hour but they didn’t. Helpless! Same here that cannot get refund. It is indeed a rob and I bought it from sydney Kennedy. The worst experience also the uncomfortable customer service.Date of experience: July 26, 2019",1,-0.21,0.42
Ole T. Christensen,8 reviews,DK,"Jan 21, 2024","Joyeria Marcos, Malaga, Sad day for the Rolex brand //Qué día más triste para la marca Rolex.Dear all Rolex owners,We are a Rolex family and happy owners of more Rolex bought in Switzerland and other countries. Often we go to Rolex stores i different countries to get inspired. Visited Joyeria Marcos, Malaga, during the winterholidayes 2024.What a sad day for the Rolex Brand. Most arrogant customer experience and we were not at all welcome. Also did not want the speak inglish - said they don`t speak the language. They lied ... they were rooling eyes and talking spanish. Mi wife is spanish so we understand everything.Three times we asked: are you selling Rolex ?Answer is no but you can buy other brands.This is a show room and we are not selling!Dear owner of this store and Rolex HQ: check your staff in this store- we should as minimum expect top$ dollar service for fantastic Rolex products.Dear all Rolex buyers - STAY AWAY from this store Joyeria Marcos. You will meet arrogant, rude and unpolite staff.Sad sad day for the Rolex brand.-------------------------------------------------------------Estimados todos los propietarios de Rolex,Somos una familia Rolex y felices propietarios de más Rolex comprados en Suiza y otros países. A menudo vamos a las tiendas Rolex en diferentes países para inspirarnos. Visitó a J Marcos durante las vacaciones de invierno de 2024.La experiencia del cliente más arrogante y no fuimos bienvenidos en absoluto. Tampoco quería que hablaran inglés, dijeron que no hablan el idioma. Mintieron... tenían los ojos entornados y hablaban español. Mi esposa es española así que entendemos todo.Tres veces preguntamos: ¿venden Rolex?La respuesta es no, pero puedes comprar otras marcas. ¡Esta es una sala de exhibición y no estamos vendiendo!Estimado propietario de esta tienda y sede central de Rolex: consulte a su personal en esta tienda; como mínimo, deberíamos esperar un servicio de primer nivel para productos Rolex fantásticos.Estimados compradores de Rolex: MANTÉNGASE ALEJADO de esta tienda Joyeria Marcos. Te encontrarás con personal arrogante, grosero y descortés.Triste día triste para la marca Rolex.Date of experience: January 03, 2024",1,0.08,0.56
Patrick Miller,1 review,AU,"Updated Aug 30, 2018","Shockingly poor service from a supposedly premier brand.After spending around $2,500AUD having my Rolex serviced at the Sydney service centre I had to reattend three times to have them fix a time gaining issue that was not prevalent before the service. Rolex would repeatedly assure me issue was rectified only for me to go through the extremely irritating and time-wasting process of collecting from their office to then observe later that it clearly wasn't. Now my ""superlative chronometer"" gains around twelve seconds a day and this is the best they can do. Avoid Wolf Kehler and Joy Stacey and the rest of the staff at this office as they are completely ineffective in their jobs and note that the Rolex brand in general is not what it used to be.Date of experience: August 30, 2018",1,0.14,0.46
Anonymous,11 reviews,US,"Apr 2, 2022","Rolex watches are mediocre and very overpricedPerhaps earlier in this company's history, its products were exceptional compared to its peers. Today, Rolex watches are mediocre in quality and extremely overpriced compared to other luxury mechanical watches. Despite the premium pricing, Rolex's customer service is horrible and its employees are often arrogant and disrespectful. This company will eventually ruin its own brand.Date of experience: April 02, 2022",1,-0.09,0.8
Jim,6 reviews,CH,"Aug 6, 2019","I bought a Date Adjust in November…I bought a Date Adjust in November 2018.  It is advertised as a self-wind watch but every 2 1/2 to 3 weeks the watch stops and I must wind it  manually.  I have sent it back to Rolex under warranty but the performance does not change. It has spent as much time Geneva as it has on my wrist.  Maybe next time I buy a fake Rolex on the street for far, far less money.  At least it will keep accurate time twice a day.Date of experience: August 06, 2019",1,-0.03,0.44
Mr Roger Merrifield,1 review,GB,"Jan 1, 2021","Rolex really need to sort out their…Rolex really need to sort out their AD's and their customer service. I've now contacted 4 separate  dealers about a purchasing a Rolex Oyster Perpetual for my wife who has worked hard all last year as a front line worker and wanted to treat her to a 'forever' watch. I've left extensive contact details, email, address and telephone number allong with any size watch with any dial colour and guess what? Not one of them has bothered to call or even reply with a no. It's absolutely disgusting service from a so called top brand. I worked for a bigger well known brand for over 10 years and if I once didn't reply to any customer that showed an interest in our brand no matter how small, I would have been hung drawn and quartered if I did it again I would have been out of job. The lack of respect for the average customer is appauling by any standards but for a world wide brand like Rolex is disgusting. I didn't swamp everywhere at the same time I contacted my local dealer 1st then after they didn't respond I started going further afield. I even explained I couldn't visit them due to Covid 19 restrictions but was ready to buy anything! Did that make any difference..nope.. completely wasting my time and efforts. Why do they even put a contact page on their websites? Naming and shaming them won't make a difference, thy obviously don't care didly squat. But they are. Whittles, Mappin and Web, Chisholm Hunter, Watches of SwitzerlandDate of experience: January 01, 2021",1,-0.08,0.4
Danny Hudson,1 review,US,"Updated Jul 29, 2022","Said they could fix itSaid they could fix it, nope.They just want you to buy a new one.Very disappointed in RolexWhat a hype.  No parts available.  Not believing that.  If I moved it around it would start working, the stem had fell out.  Old repair people are just dying out.  On a better note I received mine as a gift in 1980 when I was promoted to detective, so after 42 years of trustworthy time I guess that’s as good as it gets.  Rolex seems to give away more than they sell, mostly to people that will never put it on, so sad.  So long Rolex you had a good run.Date of experience: July 27, 2022",1,0.2,0.54
N.R,6 reviews,GB,"Aug 22, 2022","Would give 0 if I couldWould give 0 if I could. I have been after a Rolex for a while and finally plucked up the courage to buy one for my birthday. I visited the store in Mayfair. Rung the bell a man with a clipboard walked up and asked, what watch do you want to buy. No hello, no level of customer service. Explained which one I wanted and asked if I could speak to someone about it. The response I got from him was 'there are no watches to sell'. Asked what he meant considering there were several working display watches in the window and I could only presume they have a stock room hence the security. This shocking experience has actually put me of wanting to buy a Rolex. Had better service from a second hand dealer and would rather pay over the odds than give my money directly to the company. Rolex you may think you can continue to trade of your name, but your shop floor staff and being very rude. They have no idea who they are turning away and bring rude to. This is not great for a brand that should class themselves on premium quality and service.Date of experience: August 22, 2022",1,-0.14,0.56
John Williams,2 reviews,GB,"Oct 21, 2022","I wish I could give them a negative scoreI wish I could give them a negative score. I've had my Rolex 36 years. Until this year, it was all fine - serviced a few times, and always happy. This year, I took it into Rolex, St James's, London at the end of July 2022. They took more than £1,000 from me for a number of replacements, etc, with a specified return time of '10-12 weeks'. Today, 21st October 2022, I call them for an update. 'Oh dear', they say. 'We've been calling customers with an update, and you just seem to have been missed. We can't get your watch back to you with the repairs done until June 2023' (yes, really). The supervisor, needless to say, wouldn't talk to me, and left the junior member of staff to absorb any anger that I might have. That isn't how I am, and I wasn't unhappy with the young person I spoke to. I am very unhappy, though, with (a) 'just having been missed' in the alleged update calls programme; the ludicrous extension of the return time for my watch from '10-12 weeks' to 10-12 months; and the unwillingness of the spineless supervisor to actually talk to a customer (this is being written an hour later, and still no call-back). If I ran my organisation this way, I would expect to go broke within a year. The lesson from this is - never again will I say a good word about Rolex. It is just a shame that my opinion will never make a difference to their fortunes as a business.Date of experience: October 21, 2022",1,-0.04,0.39
LagToScam,2 reviews,PL,"Sep 22, 2023","these watches are great unfortunately…these watches are great unfortunately my rolex datejust was stolen off of me 2 times alreadyDate of experience: September 16, 2023",5,0.37,0.83
Mark,1 review,GB,"Sep 22, 2020","Complete and utter snobberyComplete and utter snobbery. Wanted to buy an explorer. Contacted a number of AD to check on stock. All very politely told me that no stock, but worse, there was very little chance of me ever being able to get one as:1. I am not an existing Rolex customer of theirs.2. To develop a 'relationship' with the AD, I'd have to purchase a Rolex model that I didn't want just to start on the bottom rung of the ladder.3. Then I could register my interest in an explorer.4. But even then they could make no guarantees that i would ever get one or what the waiting time would be.What a shower of sh*te. How arrogant must this company be to act like this. Not gonna happen I knowe, but it would be great if rolex fell on tough times just so that they could reflect on these golden days when they were able to not only refuse to sell their products to new clients but actually treat them like worthless muck. Good on you rolex.Date of experience: September 22, 2020",1,0.09,0.65
GES,8 reviews,US,"Oct 21, 2021","What happened, really?I always knew that Rolex doesn't reign supreme, however, it was a watch that intrigued me. Considering the price 1 pays for a watch, the 1 time 5 year warranty comes off as a sick joke. Believe me, Rolex is the only 1 laughing. I took in my watch due to a 2 minute lag & a crunchy/raspy (?) feel to it when I would wind it. I was told that do to covid & high waiting list it would be 3 months wait. I agreed. 3 months later, I received my watch back. Though not with a 2 minute lag but still a lag & the same crunchy/raspy feel. To put the frosting on the crap cake. I had to pay $300 out of pocket for a full polish that for some reason the ""warranty"" does not cover. When I picked up my watch I was asked: ""Would you like to see other Rolex watches for a future addition?"" I replied: ""This was my 1st & last."" What once was a dream, is now a disappointing regret. Where did Rolex go so wrong?Date of experience: October 21, 2021",2,-0.14,0.42
NickPocket,2 reviews,DE,"Apr 12, 2021","Luxury watchesIf you want to dress to impress, a Rolex is a perfect addition to your clothes. It will turn heads and give your style that extra kick it needs.Date of experience: April 12, 2021",4,0.5,0.55
IonutBogdan,1 review,GB,"Nov 12, 2022","For sure one of the best watches in the…For sure one of the best watches in the world for far also the most popular luxury brand watches, common, evey body know about Rolex, the accuracy of timing watches it’s also one of the best in the world, they deserve 5 stars but I consider other brand with one step in a front!Date of experience: November 12, 2022",4,0.48,0.6
John,3 reviews,GB,"Mar 14, 2022","If you think buying a new rolex watch…If you think buying a new rolex watch guarantees a quality product and after sales service think again !Date of experience: March 14, 2022",1,0.15,0.45
S_U,2 reviews,GB,"Sep 16, 2019","Rolex Submariner failed within warranty periodAfter years of planning for a Rolex, eventually bought a Rolex Submariner Date. This apparently, was meant to be the most durable for everyday wear as advised by the Rolex sales person and my general research. When I first got the watch, I was generally impressed with the engineering of it. I didn’t want a watch to just wear on special occasions and evenings, which was the primary reason I bought the Submariner. Naturally I wore it everyday as per my plan. I started getting scuff markings on the strap pretty much straight away, which I wasn’t too fussed about. I also wore it to play golf, as I have seen many people doing this and didn’t see much reason not too given it was such a premium watch. Also didn’t have any issues with my previous watches. It worked pretty well and kept time well.Less than 3 years after I bought this brand new, started having a vibrating feeling in the watch every time I moved. Just any normal hand gesture, it would vibrate. Given the watch is guaranteed for 5 years, I took it to a Rolex dealer straight away and expected it to be covered for normal wear and tear and serviced under warranty. I now have a bill of £550 as this was deemed not covered under warranty as they found a mark on the watch, which they found caused the internal movement to dislodge. I am very disappointed with this as I have only used it for everyday wear. My advice now is you only buy a Rolex if you want to use it for evenings or special occasions and not as an everyday watch. Which I feel defeats the purpose of spending so much on a watch. Very disappointed that it failed within warranty and wasn't covered!!Date of experience: September 16, 2019",2,0.04,0.55
Andy3887,4 reviews,GB,"Jul 30, 2023","I was trying to get a rolex perpetual…I was trying to get a rolex perpetual for the wifes birthday but tbh ive just about given up. I see i am not alone, the whole experience of engagement is risible. Contacted the nearest dealer, told them what i required,   told them i'd be paying the entire cost in one go, yet then we went into an endless e-mail chain about the requirement to book an appointment, choose a drink on arrival to discuss etc etc. They cannot divulge what stock they have, nor can they give you an estimated delivery time for new stock coming in. I finally managed to get  to on a waiting list to then be told the following day by another rolex colleague i need to book a rolex experience and start the whole process again. I thought id contact another rolex dealer but got re-buffed as i'd already engaged with another so they would not engage with me unless, yep you guessed it - I book a rolex experience to visit a showroom to not see the watch i require as they have none in stock - Rolex have a word with yourselves please- absolutely awful but you are right 'a truly unique experience and awful business model that should never be copied if you wish to expand and retain a customer base'. Far easier just to purchase a second hand timepiece.Date of experience: July 30, 2023",1,-0.12,0.66
Paul Andrew Beale,3 reviews,GB,"Updated Aug 28, 2019","Sent my Rolex that I have owed from new…Sent my Rolex that I bought from new for a service with Rolex. Response back was:Full service £535Glass £160 - existing glass is chippedAuto bridge £70 -   existing damaged Oscillating weight £60 - existing damaged Case middle /centre £1330 - existing case threads damaged Case back £105 - case back threads damaged Exchange of bracelet £2140 - existing is worn (please note if the bracelet is declined than Rolex will not accept responsibility for future security of the watch , the original bracelet will be given a ultra sonic clean and where posible a light refurbishment undertaken.)Total cost of repair including bracelet £4400Timescale of repair approx 6 weeks from approval however if the bracelet is not in stock in the UK it may take up to 12 weeks to arrive from Geneva.This doesn’t make much sense to me as first off the cost to service and repair this watch exceeds the amount I paid new when I bought this watch December 1995 admittedly a long time ago.  But the point is this, the watch has only ever been serviced by Rolex and they are the only company that would have removed the back of my watch so hence they must have damaged the watch back on their previous service.I appreciate that the glass has a minor chip that only you can see up very close and I also accept that the bracelet is worn - it’s been worn most days for 15 to 20 years. I have bought five Rolex watches over the years for myself and my wife and won’t be buying another one. Very disappointing..Date of experience: August 28, 2019",1,0.11,0.37
Jesse van den Velde,6 reviews,SE,"Oct 2, 2023","My father recently obtained these…My father recently obtained these luxurious watches and I can't understand their value. I realize that it's not a low or mid segment of watches, it's the ultimate peak for those who passionate about acquiring luxrious things, but even after my acquintance with the production technoology, and watching the videos where professionals dissassemble them reviewing almsot each detail, I still believe they are too expensive, and I will never have a chance to relate to those who buy them.Date of experience: October 02, 2023",3,-0.08,0.48
JohnCurry,1 review,NL,"Jan 23, 2019","Bought an amazing $2k rolex watch…Bought an amazing $2k rolex watch dispite the high price, I'm not disapointed at allDate of experience: January 23, 2019",5,0.45,0.78
